,room_capacity,layout,property_type,location,city,price,area_in_sqft,status,deposit,no_bathrooms,facing
1345,2,BHK,Independent,Manikonda,Hyderabad,"30,000",1300,Semi-Furnished,No,2,
1346,3,BHK,Independent,Kompally,Hyderabad,"25,000",1900,Semi-Furnished,No,3,East
1347,3,BHK,Independent,Pragathi Nagar Kukatpally,Hyderabad,"30,000",1750,Semi-Furnished,,,
1348,3,BHK,Apartment,Kokapet,Hyderabad,"68,000",2184,Semi-Furnished,No,3,West
1349,3,BHK,Apartment,Kokapet,Hyderabad,"68,000",2185,Semi-Furnished,No,3,
1350,1,BHK,Apartment,Gachibowli,Hyderabad,"15,000",650,Furnished,No,1,East
1351,3,BHK,Independent,Saroornagar,Hyderabad,"23,000",1800,Unfurnished,No,3,
1352,1,BHK,Independent,Madhapur,Hyderabad,"20,000",750,Furnished,No,1,East
1353,2,BHK,Apartment,Qutub Shahi Tombs,Hyderabad,"15,000",1100,Unfurnished,No,2,
1354,1,BHK,Apartment,Gachibowli,Hyderabad,"11,000",730,Furnished,No,1,NorthEast
1355,1,BHK,Independent,Erragadda,Hyderabad,"15,000",750,Semi-Furnished,No,1,East
1356,1,BHK,Apartment,Gachibowli,Hyderabad,"15,000",650,Furnished,No,1,East
1357,2,BHK,Independent,Nacharam,Hyderabad,"15,000",1200,Furnished,,,
1358,2,BHK,Independent,Kowkur,Hyderabad,"11,500",1325,Semi-Furnished,No,2,South
1359,1,BHK,Apartment,Kondapur,Hyderabad,"11,000",820,Furnished,No,1,NorthEast
1360,1,BHK,Independent,Bandlaguda Jagir,Hyderabad,"11,000",700,Unfurnished,No,1,
1361,1,BHK,Apartment,Tellapur,Hyderabad,"15,000",650,Furnished,No,1,East
1362,3,BHK,Independent,Serilingampally,Hyderabad,"45,000",3000,Furnished,No,4,West
1363,2,BHK,Independent,Malkajgiri,Hyderabad,"13,000",1200,Unfurnished,No,2,
1364,3,BHK,Apartment,Manikonda,Hyderabad,"48,000",1575,Semi-Furnished,No,3,
1365,1,BHK,Independent,Kapra,Hyderabad,"6,000",500,Unfurnished,No,1,
1366,3,BHK,Apartment,Pragathi Nagar Kukatpally,Hyderabad,"25,000",1200,Semi-Furnished,No,3,
1367,3,BHK,Independent,Boduppal,Hyderabad,"30,000",1780,Unfurnished,No,3,
1368,2,BHK,Apartment,Uppal,Hyderabad,"9,000",900,Furnished,No,2,
1369,2,BHK,Independent,Patancheru,Hyderabad,"11,000",1250,Semi-Furnished,No,2,
1370,1,RK,Studio,Banjara Hills,Hyderabad,"10,000",200,Unfurnished,No,1,
1371,7,BHK,Villa,Bolarum,Hyderabad,"50,000",2800,Semi-Furnished,No,7,
1372,2,BHK,Apartment,Miyapur,Hyderabad,"15,500",1027,Semi-Furnished,No,2,
1373,1,BHK,Independent,Malkajgiri,Hyderabad,"7,000",720,Semi-Furnished,No,1,
1374,2,BHK,Independent,Jai Suryapatnam,Hyderabad,"12,000",1200,Furnished,No,2,
1375,1,BHK,Apartment,Hafeezpet,Hyderabad,"17,500",1000,Furnished,No,1,
1376,2,BHK,Apartment,Jeedimetla,Hyderabad,"12,000",900,Semi-Furnished,No,2,
1377,2,BHK,Independent,Yousufguda,Hyderabad,"14,000",600,Unfurnished,No,2,
1378,2,BHK,Independent,kuntloor,Hyderabad,"9,500",1100,Semi-Furnished,No,2,
1379,2,BHK,Independent,Alwal,Hyderabad,"10,000",1800,Unfurnished,No,2,
1380,1,BHK,Independent,Malkajgiri,Hyderabad,"7,500",850,Unfurnished,No,1,
1381,1,BHK,Independent,Uppal,Hyderabad,"6,500",700,Semi-Furnished,No,1,NorthEast
1382,2,BHK,Independent,Tellapur,Hyderabad,"12,500",750,Unfurnished,No,2,
1383,4,BHK,Villa,Kothapet,Hyderabad,1.75,4200,Furnished,No,4,
1384,3,BHK,Apartment,Miyapur,Hyderabad,"25,000",1500,Semi-Furnished,No,3,
1385,4,BHK,Independent,Chanchalguda,Hyderabad,"20,000",1800,Unfurnished,No,4,
1386,4,BHK,Independent,Hafeezpet,Hyderabad,"75,000",3500,Unfurnished,No,4,
1387,2,BHK,Independent,Hafeezpet,Hyderabad,"20,000",800,Unfurnished,No,2,
1388,2,BHK,Independent,Miyapur,Hyderabad,"18,000",1500,Semi-Furnished,No,2,
1389,2,BHK,Independent,Uppal,Hyderabad,"8,000",1000,Unfurnished,No,2,
1390,2,BHK,Independent,Banjara Hills,Hyderabad,"20,000",1000,Unfurnished,No,2,
1391,3,BHK,Apartment,Moti Nagar,Hyderabad,"48,000",1583,Semi-Furnished,No,2,West
1392,3,BHK,Independent,Nawab Saheb Kunta,Hyderabad,"10,000",1125,Unfurnished,No,3,
1393,2,BHK,Independent,Dammaiguda,Hyderabad,"10,000",1600,Semi-Furnished,No,2,West
1394,3,BHK,Independent,Attapur,Hyderabad,"18,000",1600,Semi-Furnished,No,3,
1395,1,BHK,Independent,Neredmet,Hyderabad,"7,000",250,Unfurnished,No,1,
1396,2,BHK,Independent,Trimalgherry,Hyderabad,"10,500",1050,Unfurnished,No,2,
1397,1,BHK,Independent,Azamabad,Hyderabad,"12,000",900,Unfurnished,No,1,
1398,2,BHK,Independent,Boduppal,Hyderabad,"8,500",900,Unfurnished,No,2,
1399,3,BHK,Apartment,Tellapur,Hyderabad,"50,000",1840,Semi-Furnished,No,3,
1400,3,BHK,Apartment,Kondapur,Hyderabad,"25,000",1550,Furnished,No,1,East
1401,3,BHK,Independent,Saroornagar,Hyderabad,"23,000",1800,Unfurnished,No,3,
1402,1,BHK,Independent,Madhapur,Hyderabad,"20,000",750,Furnished,No,1,East
1403,3,BHK,Apartment,Kokapet,Hyderabad,"68,000",2184,Semi-Furnished,No,3,West
1404,3,BHK,Apartment,Kokapet,Hyderabad,"68,000",2185,Semi-Furnished,No,3,
1405,2,BHK,Apartment,Kukatpally,Hyderabad,"21,700",1000,Semi-Furnished,No,2,West
1406,3,BHK,Apartment,Amberpet,Hyderabad,"28,000",1380,Semi-Furnished,No,3,
1407,1,BHK,Apartment,chandrayangutta,Hyderabad,"6,000",650,Semi-Furnished,No,1,NorthEast
1408,2,BHK,Apartment,Qutub Shahi Tombs,Hyderabad,"15,000",1100,Unfurnished,No,2,
1409,1,BHK,Apartment,Hitech City,Hyderabad,"10,000",740,Furnished,No,1,
1410,1,RK,Studio,Mettuguda,Hyderabad,"7,000",360,Semi-Furnished,No,1,
1411,3,BHK,Apartment,Manikonda,Hyderabad,"42,000",1800,Semi-Furnished,No,3,
1412,3,BHK,Apartment,Kukatpally,Hyderabad,"45,000",1750,Semi-Furnished,No,3,NorthEast
1413,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1760,Furnished,No,3,East
1414,4,BHK,Villa,Nallagandla Gachibowli,Hyderabad,,,Semi-Furnished,No,4,East
1415,1,BHK,Independent,Erragadda,Hyderabad,"15,000",750,Semi-Furnished,No,1,East
1416,1,BHK,Apartment,Gachibowli,Hyderabad,"11,000",730,Furnished,No,1,NorthEast
1417,2,BHK,Independent,Kowkur,Hyderabad,"11,500",1325,Semi-Furnished,No,2,South
1418,1,BHK,Apartment,Kondapur,Hyderabad,"11,000",820,Furnished,No,1,NorthEast
1419,2,BHK,Apartment,Malkajgiri,Hyderabad,"20,000",1100,Furnished,No,2,West
1420,3,BHK,Independent,Nallagandla Gachibowli,Hyderabad,"35,000",1650,Semi-Furnished,No,3,East
1421,2,BHK,Independent,Nallagandla Gachibowli,Hyderabad,"35,000",1550,Semi-Furnished,No,2,
1422,3,BHK,Independent,Kompally,Hyderabad,"25,000",1900,Semi-Furnished,No,3,East
1423,1,BHK,Apartment,Gachibowli,Hyderabad,"15,000",650,Furnished,No,1,East
1424,2,BHK,Apartment,Lakdikapul,Hyderabad,"18,000",1260,Semi-Furnished,No,2,
1425,3,BHK,Apartment,Serilingampally,Hyderabad,"40,000",1550,Semi-Furnished,No,3,
1426,2,BHK,Villa,Shadnagar,Hyderabad,"13,000",2200,Furnished,No,1,NorthEast
1427,3,BHK,Apartment,Rajendra Nagar,Hyderabad,"35,000",1315,Semi-Furnished,No,3,East
1428,1,BHK,Apartment,Gachibowli,Hyderabad,"10,000",640,Furnished,No,1,
1429,3,BHK,Apartment,Kothapet,Hyderabad,"15,000",1640,Furnished,No,3,
1430,4,BHK,Independent,Moosapet,Hyderabad,"70,000",3550,Furnished,No,4,
1431,2,BHK,Apartment,Khairatabad Road,Hyderabad,"25,000",1000,Semi-Furnished,No,2,
1432,1,BHK,Independent,Bahadurpally,Hyderabad,"6,500",1400,Unfurnished,No,1,
1433,2,BHK,Independent,Kompally,Hyderabad,"20,000",1000,Unfurnished,No,2,
1434,2,BHK,Independent,Hyder Nagar,Hyderabad,"20,000",1000,Unfurnished,No,2,
1435,1,BHK,Independent,Balanagar,Hyderabad,"6,500",800,Unfurnished,No,1,
1436,2,BHK,Apartment,Kapra,Hyderabad,"14,000",1100,Semi-Furnished,No,2,
1437,1,BHK,Independent,Hayathnagar,Hyderabad,"5,000",800,Unfurnished,No,1,
1438,1,RK,Studio,AS Rao Nagar,Hyderabad,"6,000",500,Semi-Furnished,No,1,
1439,2,BHK,Independent,Yousufguda,Hyderabad,"15,000",1200,Semi-Furnished,No,2,
1440,3,BHK,Apartment,Kokapet,Hyderabad,"70,000",1390,Semi-Furnished,No,3,
1441,2,BHK,Independent,Zamistanpur,Hyderabad,"25,000",900,Semi-Furnished,No,2,
1442,3,BHK,Apartment,Neknampur,Hyderabad,"36,000",1650,Semi-Furnished,No,3,
1443,2,BHK,Apartment,Kondapur,Hyderabad,"38,000",1200,Furnished,No,2,
1444,3,BHK,Apartment,Puppalaguda,Hyderabad,"36,000",1650,Semi-Furnished,No,3,West
1445,4,BHK,Villa,Mokila,Hyderabad,"75,000",3298,Semi-Furnished,No,4,West
1446,2,BHK,Independent,Ramgopalpet,Hyderabad,"20,000",1125,Semi-Furnished,No,2,
1447,3,BHK,Apartment,Serilingampally,Hyderabad,"55,000",1787,Furnished,No,3,
1448,3,BHK,Apartment,Shamshabad,Hyderabad,"45,000",1730,Semi-Furnished,No,3,
1449,3,BHK,Apartment,Gachibowli,Hyderabad,"75,000",2690,Furnished,No,3,West
1450,3,BHK,Apartment,Jubilee Hills,Hyderabad,"42,000",1413,Semi-Furnished,No,2,East
1451,1,RK,Studio,Hafeezpet,Hyderabad,"6,500",350,Unfurnished,No,1,
1452,2,BHK,Independent,Padmarao Nagar,Hyderabad,"10,500",900,Semi-Furnished,No,2,
1453,2,BHK,Independent,Nagaram,Hyderabad,"8,000",1300,Unfurnished,No,2,
1454,3,BHK,Independent,Saidabad,Hyderabad,"28,500",1500,Semi-Furnished,No,3,
1455,2,BHK,Independent,Saroornagar,Hyderabad,"17,000",1700,Semi-Furnished,No,2,
1456,3,BHK,Independent,Dammaiguda,Hyderabad,"17,000",1300,Unfurnished,No,3,
1457,2,BHK,Independent,Thorrur Village,Hyderabad,"8,500",1020,Unfurnished,No,2,
1458,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1800,Semi-Furnished,No,3,
1459,2,BHK,Apartment,Padmarao Nagar,Hyderabad,"22,000",1200,Unfurnished,No,2,
1460,2,BHK,Independent,Neeladri Nagar,Hyderabad,"12,000",1197,Semi-Furnished,No,2,
1461,2,BHK,Independent,Bairagiguda,Hyderabad,"17,000",1125,Semi-Furnished,No,2,
1462,1,BHK,Independent,Begumpet,Hyderabad,"12,500",450,Unfurnished,No,1,
1463,3,BHK,Independent,Nagaram,Hyderabad,"8,000",1500,Unfurnished,No,3,
1464,2,BHK,Apartment,Chandanagar,Hyderabad,"12,000",780,Unfurnished,No,2,
1465,2,BHK,Independent,Hanamkonda,Hyderabad,"6,500",1100,Unfurnished,No,2,East
1466,3,BHK,Apartment,Ghanpur,Hyderabad,"15,000",1360,Furnished,No,3,
1467,1,RK,Studio,Gachibowli,Hyderabad,"10,000",500,Semi-Furnished,No,1,
1468,3,BHK,Villa,Mallampet,Hyderabad,"30,000",2468,Semi-Furnished,No,3,
1469,1,BHK,Independent,Suraram,Hyderabad,"5,000",250,Furnished,No,1,
1470,1,RK,Studio,Suraram,Hyderabad,"5,000",250,Unfurnished,No,1,South
1471,2,BHK,Independent,Boduppal,Hyderabad,"11,000",1000,Unfurnished,No,2,
1472,2,BHK,Independent,Saroornagar,Hyderabad,"12,500",700,Semi-Furnished,No,2,
1473,2,BHK,Apartment,Toli Chowki,Hyderabad,"23,000",1200,Semi-Furnished,No,2,
1474,1,BHK,Independent,Hastinapuram,Hyderabad,"8,000",650,Unfurnished,No,1,
1475,2,BHK,Independent,Aminpur,Hyderabad,"14,500",1278,Unfurnished,No,2,
1476,2,BHK,Independent,Boduppal,Hyderabad,"12,000",1500,Unfurnished,No,2,
1477,1,BHK,Independent,Mehdipatnam,Hyderabad,"10,000",1000,Unfurnished,No,1,
1478,3,BHK,Villa,Patancheru,Hyderabad,"32,000",1350,Semi-Furnished,No,3,
1479,2,BHK,Apartment,Serilingampally,Hyderabad,"12,000",780,Unfurnished,No,2,
1480,2,BHK,Independent,Hafeezpet,Hyderabad,"20,000",800,Unfurnished,No,2,
1481,2,BHK,Independent,Miyapur,Hyderabad,"18,000",1500,Semi-Furnished,No,2,
1482,2,BHK,Independent,Uppal,Hyderabad,"8,000",1000,Unfurnished,No,2,
1483,3,BHK,Apartment,Moti Nagar,Hyderabad,"48,000",1583,Semi-Furnished,No,2,West
1484,3,BHK,Independent,Nawab Saheb Kunta,Hyderabad,"10,000",1125,Unfurnished,No,3,
1485,2,BHK,Independent,Dammaiguda,Hyderabad,"10,000",1600,Semi-Furnished,No,2,West
1486,3,BHK,Independent,Attapur,Hyderabad,"18,000",1600,Semi-Furnished,No,3,
1487,1,BHK,Independent,Neredmet,Hyderabad,"7,000",250,Unfurnished,No,1,
1488,3,BHK,Apartment,Shamshabad,Hyderabad,"45,000",1730,Semi-Furnished,No,3,
1489,3,BHK,Apartment,Gachibowli,Hyderabad,"75,000",2690,Furnished,No,3,West
1490,3,BHK,Apartment,Jubilee Hills,Hyderabad,"42,000",1413,Semi-Furnished,No,2,East
1491,1,RK,Studio,Hafeezpet,Hyderabad,"6,500",350,Unfurnished,No,1,
1492,2,BHK,Independent,Padmarao Nagar,Hyderabad,"10,500",900,Semi-Furnished,No,2,
1493,2,BHK,Independent,Nagaram,Hyderabad,"8,000",1300,Unfurnished,No,2,
1494,3,BHK,Independent,Saidabad,Hyderabad,"28,500",1500,Semi-Furnished,No,3,
1495,2,BHK,Independent,Saroornagar,Hyderabad,"17,000",1700,Semi-Furnished,No,2,
1496,3,BHK,Independent,Dammaiguda,Hyderabad,"17,000",1300,Unfurnished,No,3,
1497,2,BHK,Independent,Thorrur Village,Hyderabad,"8,500",1020,Unfurnished,No,2,
1498,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1800,Semi-Furnished,No,3,
1499,2,BHK,Apartment,Padmarao Nagar,Hyderabad,"22,000",1200,Unfurnished,No,2,
1500,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1800,Semi-Furnished,No,3,
1501,2,BHK,Apartment,Padmarao Nagar,Hyderabad,"22,000",1200,Unfurnished,No,2,
1502,1,BHK,Independent,Habsiguda,Hyderabad,"12,500",700,Unfurnished,No,1,
1503,1,BHK,Independent,Habsiguda,Hyderabad,"5,500",150,Unfurnished,No,1,
1504,3,BHK,Apartment,Kanchan Bagh,Hyderabad,"10,000",945,Unfurnished,No,3,
1505,3,BHK,Apartment,Sainikpuri,Hyderabad,"18,000",1440,Semi-Furnished,No,3,
1506,2,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"27,000",1190,Semi-Furnished,No,2,
1507,1,BHK,Independent,Amberpet,Hyderabad,"6,000",500,Unfurnished,No,1,
1508,2,BHK,Apartment,Kapra,Hyderabad,"11,000",950,Furnished,No,2,
1509,2,BHK,Apartment,Padmarao Nagar,Hyderabad,"22,000",1200,Semi-Furnished,No,2,
1510,5,BHK,Independent,Kothapet,Hyderabad,"75,000",7000,Furnished,No,5,North
1511,5,BHK,Independent,Kachiguda,Hyderabad,"75,000",7500,Furnished,No,5,West
1512,3,BHK,Apartment,LB Nagar,Hyderabad,"35,000",1484,Furnished,No,3,
1513,1,BHK,Independent,Kushaiguda,Hyderabad,"8,000",500,Semi-Furnished,No,1,
1514,3,BHK,Apartment,Ghatkesar,Hyderabad,"15,000",1506,Furnished,No,3,
1515,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"16,000",1000,Furnished,No,2,
1516,2,BHK,Independent,Dammaiguda,Hyderabad,"10,000",1600,Semi-Furnished,No,2,West
1517,3,BHK,Independent,Attapur,Hyderabad,"18,000",1600,Semi-Furnished,No,3,
1518,1,BHK,Independent,Neredmet,Hyderabad,"7,000",250,Unfurnished,No,1,
1519,2,BHK,Apartment,Lakdikapul,Hyderabad,"18,000",1260,Semi-Furnished,No,2,
1520,3,BHK,Apartment,Serilingampally,Hyderabad,"40,000",1550,Semi-Furnished,No,3,
1521,2,BHK,Villa,Shadnagar,Hyderabad,"13,000",2200,Furnished,No,1,NorthEast
1522,1,BHK,Apartment,Gachibowli,Hyderabad,"11,000",720,Furnished,No,1,NorthEast
1523,1,BHK,Independent,Hafeezpet,Hyderabad,"16,500",750,Unfurnished,No,1,
1524,3,BHK,Apartment,Serilingampally,Hyderabad,"23,000",1620,Unfurnished,No,3,
1525,3,BHK,Independent,Dilsukh Nagar,Hyderabad,"30,000",2000,Semi-Furnished,No,3,
1526,2,BHK,Independent,Vanasthalipuram,Hyderabad,"10,000",1350,Unfurnished,No,2,
1527,2,BHK,Apartment,Kompally,Hyderabad,"12,000",1000,Unfurnished,No,2,
1528,1,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"11,000",720,Furnished,No,1,East
1529,3,BHK,Apartment,Rajendra Nagar,Hyderabad,"35,000",1315,Semi-Furnished,No,3,East
1530,1,BHK,Apartment,Gachibowli,Hyderabad,"10,000",640,Furnished,No,1,
1531,3,BHK,Apartment,Kothapet,Hyderabad,"15,000",1640,Furnished,No,3,
1532,4,BHK,Independent,Moosapet,Hyderabad,"70,000",3550,Furnished,No,4,
1533,2,BHK,Apartment,Khairatabad Road,Hyderabad,"25,000",1000,Semi-Furnished,No,2,
1534,1,BHK,Independent,Bahadurpally,Hyderabad,"6,500",1400,Unfurnished,No,1,
1535,2,BHK,Independent,Kompally,Hyderabad,"20,000",1000,Unfurnished,No,2,
1536,2,BHK,Independent,Hyder Nagar,Hyderabad,"20,000",1000,Unfurnished,No,2,
1537,1,BHK,Independent,Balanagar,Hyderabad,"6,500",800,Unfurnished,No,1,
1538,2,BHK,Apartment,Kapra,Hyderabad,"14,000",1100,Semi-Furnished,No,2,
1539,1,BHK,Independent,Hayathnagar,Hyderabad,"5,000",800,Unfurnished,No,1,
1540,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"16,000",1000,Furnished,No,2,
1541,1,RK,Studio,Madhura Nagar,Hyderabad,"20,000",620,Semi-Furnished,No,1,North
1542,2,BHK,Apartment,Old Bowenpally,Hyderabad,"18,000",1225,Semi-Furnished,No,2,
1543,3,BHK,Independent,Aminpur,Hyderabad,"25,000",1600,Semi-Furnished,No,3,
1544,2,BHK,Apartment,Suchitra,Hyderabad,"24,000",900,Semi-Furnished,No,2,
1545,2,BHK,Villa,Bachupally,Hyderabad,"23,000",1250,Semi-Furnished,No,2,
1546,3,BHK,Apartment,Bolarum,Hyderabad,"16,000",1380,Semi-Furnished,No,3,
1547,3,BHK,Independent,Malkajgiri,Hyderabad,"25,000",1402,Semi-Furnished,No,3,
1548,4,BHK,Villa,Mokila,Hyderabad,"75,000",3298,Semi-Furnished,No,4,West
1549,1,RK,Studio,Kompally,Hyderabad,"10,000",165,Furnished,No,1,North
1550,1,BHK,Apartment,Sri Nagar Colony,Hyderabad,"22,000",350,Furnished,No,1,
1551,2,BHK,Independent,Nacharam,Hyderabad,"15,000",1200,Semi-Furnished,No,2,
1552,3,BHK,Apartment,Narsingi,Hyderabad,"35,000",1300,Semi-Furnished,No,3,
1553,2,BHK,Independent,Bairagiguda,Hyderabad,"14,500",1250,Unfurnished,No,2,
1554,1,BHK,Independent,Trimalgherry,Hyderabad,"8,000",500,Semi-Furnished,No,1,
1555,2,BHK,Apartment,LB Nagar,Hyderabad,"22,000",1160,Furnished,No,2,
1556,3,BHK,Apartment,Ahmedguda,Hyderabad,"18,000",1150,Furnished,No,3,
1557,1,BHK,Independent,Gurram Guda,Hyderabad,"5,500",550,Unfurnished,No,1,
1558,2,BHK,Independent,Neeladri Nagar,Hyderabad,"12,000",1197,Semi-Furnished,No,2,
1559,2,BHK,Independent,Bairagiguda,Hyderabad,"17,000",1125,Semi-Furnished,No,2,
1560,2,BHK,Apartment,Kondapur,Hyderabad,"38,000",1200,Furnished,No,2,
1561,3,BHK,Apartment,Puppalaguda,Hyderabad,"36,000",1650,Semi-Furnished,No,3,West
1562,2,BHK,Independent,Ramgopalpet,Hyderabad,"20,000",1125,Semi-Furnished,No,2,
1563,3,BHK,Apartment,Serilingampally,Hyderabad,"55,000",1787,Furnished,No,3,
1564,2,BHK,Independent,Vanasthalipuram,Hyderabad,"10,000",1350,Unfurnished,No,2,
1565,2,BHK,Apartment,Kompally,Hyderabad,"12,000",1000,Unfurnished,No,2,
1566,1,RK,Studio,Kompally,Hyderabad,"10,000",165,Furnished,No,1,North
1567,1,BHK,Apartment,Sri Nagar Colony,Hyderabad,"22,000",350,Furnished,No,1,
1568,2,BHK,Independent,Nacharam,Hyderabad,"15,000",1200,Semi-Furnished,No,2,
1569,3,BHK,Apartment,Narsingi,Hyderabad,"35,000",1300,Semi-Furnished,No,3,
1570,2,BHK,Independent,Bairagiguda,Hyderabad,"14,500",1250,Unfurnished,No,2,
1571,1,BHK,Independent,Trimalgherry,Hyderabad,"8,000",500,Semi-Furnished,No,1,
1572,2,BHK,Apartment,LB Nagar,Hyderabad,"22,000",1160,Furnished,No,2,
1573,3,BHK,Apartment,Ahmedguda,Hyderabad,"18,000",1150,Furnished,No,3,
1574,1,BHK,Independent,Gurram Guda,Hyderabad,"5,500",550,Unfurnished,No,1,
1575,2,BHK,Independent,Neeladri Nagar,Hyderabad,"12,000",1197,Semi-Furnished,No,2,
1576,2,BHK,Independent,Bairagiguda,Hyderabad,"17,000",1125,Semi-Furnished,No,2,
1577,1,BHK,Independent,Begumpet,Hyderabad,"12,500",450,Unfurnished,No,1,
1578,3,BHK,Independent,Nagaram,Hyderabad,"8,000",1500,Unfurnished,No,3,
1579,2,BHK,Apartment,Chandanagar,Hyderabad,"12,000",780,Unfurnished,No,2,
1580,1,BHK,Independent,Begumpet,Hyderabad,"12,500",450,Unfurnished,No,1,
1581,3,BHK,Independent,Nagaram,Hyderabad,"8,000",1500,Unfurnished,No,3,
1582,2,BHK,Apartment,Chandanagar,Hyderabad,"12,000",780,Unfurnished,No,2,
1583,2,BHK,Independent,Hanamkonda,Hyderabad,"6,500",1100,Unfurnished,No,2,East
1584,3,BHK,Apartment,Ghanpur,Hyderabad,"15,000",1360,Furnished,No,3,
1585,2,BHK,Apartment,Old Bowenpally,Hyderabad,"18,000",1225,Semi-Furnished,No,2,
1586,3,BHK,Independent,Aminpur,Hyderabad,"25,000",1600,Semi-Furnished,No,3,
1587,2,BHK,Apartment,Suchitra,Hyderabad,"24,000",900,Semi-Furnished,No,2,
1588,2,BHK,Villa,Bachupally,Hyderabad,"23,000",1250,Semi-Furnished,No,2,
1589,3,BHK,Apartment,Bolarum,Hyderabad,"16,000",1380,Semi-Furnished,No,3,
1590,3,BHK,Independent,Malkajgiri,Hyderabad,"25,000",1402,Semi-Furnished,No,3,
1591,1,RK,Studio,Madhura Nagar,Hyderabad,"20,000",620,Semi-Furnished,No,1,North
1592,1,RK,Studio,Yousufguda,Hyderabad,"6,000",400,Unfurnished,No,1,
1593,4,BHK,Villa,Nizampet,Hyderabad,"55,000",3200,Semi-Furnished,No,4,
1594,1,BHK,Independent,Dammaiguda,Hyderabad,"4,000",400,Unfurnished,No,1,
1595,1,BHK,Apartment,Gachibowli,Hyderabad,"11,000",720,Furnished,No,1,East
1596,3,BHK,Apartment,Zamistanpur,Hyderabad,"24,000",1150,Semi-Furnished,No,2,East
1597,2,BHK,Apartment,Toli Chowki,Hyderabad,"24,000",1150,Semi-Furnished,No,2,
1598,2,BHK,Independent,Chintalakunta,Hyderabad,"15,000",1200,Semi-Furnished,No,2,
1599,3,BHK,Independent,Miyapur,Hyderabad,"14,500",1800,Semi-Furnished,No,3,
