,room_capacity,layout,property_type,location,city,price,area_in_sqft,status,deposit,no_bathrooms,facing
291,3,BHK,Apartment,Tellapur,Hyderabad,"45,000",1575,Semi-Furnished,No,3,NorthEast
292,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",650,Furnished,No,1,
293,3,BHK,Apartment,Kondapur,Hyderabad,"38,000",1950,Furnished,No,3,
294,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1200,Semi-Furnished,No,2,
295,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",600,Semi-Furnished,No,1,
296,3,BHK,Apartment,Kondapur,Hyderabad,"40,000",1950,Furnished,No,3,
297,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",650,Furnished,No,1,
298,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",650,Furnished,No,1,
299,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1200,Semi-Furnished,No,2,
300,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1200,Semi-Furnished,No,2,
301,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1200,Semi-Furnished,No,2,
302,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,
303,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1850,Semi-Furnished,No,3,
304,1,BHK,Apartment,Kondapur,Hyderabad,"16,000",650,Semi-Furnished,No,2,
305,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1250,Semi-Furnished,No,2,
306,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",650,Semi-Furnished,No,1,
307,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,
308,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1950,Semi-Furnished,No,3,
309,2,BHK,Apartment,Kondapur,Hyderabad,"35,000",1200,Furnished,No,2,
310,3,BHK,Apartment,Kondapur,Hyderabad,"32,000",1200,Semi-Furnished,No,3,
311,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",650,Semi-Furnished,No,1,
312,2,BHK,Apartment,Kondapur,Hyderabad,"35,000",1250,Furnished,No,2,
313,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1250,Semi-Furnished,No,2,
314,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1200,Semi-Furnished,No,2,
315,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1850,Semi-Furnished,No,3,
316,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1200,Semi-Furnished,No,2,
317,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,
318,4,BHK,Apartment,Manikonda,Hyderabad,"40,000",2500,Semi-Furnished,No,3,
319,3,BHK,Apartment,Puppalaguda,Hyderabad,"55,000",1600,Furnished,No,3,
320,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1250,Semi-Furnished,No,1,
321,2,BHK,Apartment,Kondapur,Hyderabad,"32,000",1250,Unfurnished,No,2,
322,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,1,
323,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",650,Furnished,No,1,
324,3,BHK,Apartment,Narsingi,Hyderabad,"35,000",1600,Semi-Furnished,No,3,
325,2,BHK,Apartment,Kondapur,Hyderabad,"32,000",1250,Semi-Furnished,No,2,
326,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,
327,3,BHK,Independent,Puppalaguda,Hyderabad,"57,500",1700,Furnished,No,2,
328,4,BHK,Apartment,Manikonda,Hyderabad,"40,000",2500,Semi-Furnished,No,3,
329,3,BHK,Apartment,Puppalaguda,Hyderabad,"55,000",1600,Furnished,No,3,
330,3,BHK,Independent,Manikonda,Hyderabad,"35,000",1600,Semi-Furnished,No,3,
331,1,RK,Studio,Puppalaguda,Hyderabad,"22,000",1050,Furnished,No,1,
332,2,BHK,Apartment,Manikonda,Hyderabad,"25,000",1300,Semi-Furnished,No,2,
333,3,BHK,Apartment,Manikonda,Hyderabad,"32,000",1500,Semi-Furnished,No,2,
334,2,BHK,Apartment,Puppalaguda,Hyderabad,"30,000",1300,Semi-Furnished,No,3,
335,3,BHK,Villa,Puppalaguda,Hyderabad,"50,000",3500,Semi-Furnished,No,4,
336,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",750,Furnished,No,1,
337,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",650,Semi-Furnished,No,1,
338,3,BHK,Apartment,Narsingi,Hyderabad,"30,000",1600,Semi-Furnished,No,3,
339,2,BHK,Apartment,Khajaguda Nanakramguda Road,Hyderabad,"35,000",1200,Semi-Furnished,No,2,
340,3,BHK,Apartment,Manikonda,Hyderabad,"35,000",1500,Semi-Furnished,No,3,
341,3,BHK,Apartment,Manikonda,Hyderabad,"35,000",1500,Semi-Furnished,No,2,
342,3,BHK,Apartment,Manikonda,Hyderabad,"45,000",1500,Furnished,No,3,
343,3,BHK,Apartment,Puppalaguda,Hyderabad,"45,000",1580,Semi-Furnished,No,2,
344,3,BHK,Apartment,Manikonda,Hyderabad,"45,000",2000,Semi-Furnished,No,3,
345,3,BHK,Apartment,Manikonda,Hyderabad,"32,000",1400,Semi-Furnished,No,3,
346,3,BHK,Apartment,Manikonda,Hyderabad,"33,000",1400,Semi-Furnished,No,2,
347,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",870,Furnished,No,1,East
348,1,BHK,Apartment,Kondapur,Hyderabad,"21,500",550,Furnished,No,1,NorthWest
349,1,BHK,Apartment,Kondapur,Hyderabad,"16,700",850,Semi-Furnished,No,1,NorthEast
350,1,BHK,Apartment,Kondapur,Hyderabad,"19,500",870,Furnished,No,1,East
351,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",800,Furnished,No,1,North
352,1,BHK,Apartment,Kondapur,Hyderabad,"18,500",850,Semi-Furnished,No,1,North
353,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1200,Semi-Furnished,No,1,NorthEast
354,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",560,Furnished,No,1,East
355,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",600,Furnished,No,1,North
356,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",800,Furnished,No,1,North
357,3,BHK,Apartment,Manikonda,Hyderabad,"40,000",1700,Semi-Furnished,No,3,North
358,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",750,Semi-Furnished,,,
359,1,BHK,Apartment,Kondapur,Hyderabad,"16,000",870,Semi-Furnished,No,1,North
360,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",780,Furnished,No,1,NorthEast
361,1,BHK,Apartment,Kondapur,Hyderabad,"19,000",780,Furnished,No,1,North
362,1,BHK,Apartment,Kondapur,Hyderabad,"17,700",550,Semi-Furnished,No,1,East
363,3,BHK,Apartment,Kondapur,Hyderabad,"48,000",2200,Furnished,No,3,East
364,1,BHK,Apartment,Kondapur,Hyderabad,"16,000",780,Semi-Furnished,,,
365,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
366,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
367,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
368,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
369,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
370,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
371,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
372,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
373,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
374,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
375,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
376,1,BHK,Apartment,Kondapur,Hyderabad,"17,900",600,Semi-Furnished,No,1,East
377,3,BHK,Apartment,Friends Colony Hyderabad,Hyderabad,"19,500",1000,Semi-Furnished,No,2,5th
378,3,BHK,Apartment,Prayathi Nagar,Hyderabad,"19,500",1500,Semi-Furnished,No,2,4th
379,3,BHK,Apartment,Medinaguda,Hyderabad,"27,800",1300,Semi-Furnished,No,2,1st
380,1,BHK,Apartment,Kondapur,Hyderabad,"13,600",690,Unfurnished,No,1,
381,1,BHK,Apartment,Kondapur,Hyderabad,"20,000",753,Semi-Furnished,No,1,
382,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",672,Semi-Furnished,No,1,
383,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,
384,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",657,Semi-Furnished,No,1,
385,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",752,Unfurnished,No,1,
386,1,BHK,Apartment,Kondapur,Hyderabad,"24,000",695,Furnished,No,1,
387,1,BHK,Apartment,Kondapur,Hyderabad,"14,000",690,Unfurnished,No,1,
388,1,RK,Studio,Kondapur,Hyderabad,"10,000",420,Unfurnished,No,1,
389,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",752,Unfurnished,No,1,
390,1,BHK,Apartment,Kondapur,Hyderabad,"14,000",821,Unfurnished,No,1,
391,1,BHK,Apartment,Kondapur,Hyderabad,"14,500",658,Unfurnished,No,1,
392,1,BHK,Apartment,Kondapur,Hyderabad,"20,000",712,Semi-Furnished,No,1,
393,1,RK,Studio,Kondapur,Hyderabad,"10,000",514,Unfurnished,No,1,
394,1,BHK,Apartment,Kondapur,Hyderabad,"13,000",684,Unfurnished,No,1,
395,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1200,Semi-Furnished,No,2,
396,3,BHK,Apartment,Kondapur,Hyderabad,"43,000",1700,Semi-Furnished,No,3,
397,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1100,Semi-Furnished,No,2,
398,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1200,Semi-Furnished,No,2,East
399,3,BHK,Apartment,Kondapur,Hyderabad,"34,000",1850,Semi-Furnished,No,3,East
400,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,NorthWest
401,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",650,Semi-Furnished,No,1,North
402,3,BHK,Apartment,Nallakunta,Hyderabad,"30,000",1800,Semi-Furnished,No,3,North
403,1,BHK,Apartment,Madhapur,Hyderabad,"20,000",600,Semi-Furnished,No,1,
404,1,BHK,Apartment,Madhapur,Hyderabad,"22,000",800,Semi-Furnished,No,1,
405,1,BHK,Apartment,Shilpa Hills,Hyderabad,"23,000",754,Furnished,No,1,
406,4,BHK,Villa,Kokapet,Hyderabad,1.5,4500,Furnished,No,4,
407,2,BHK,Apartment,Nanakramguda,Hyderabad,"39,000",1398,Semi-Furnished,No,2,
408,3,BHK,Apartment,Nanakramguda,Hyderabad,"52,000",1560,Semi-Furnished,No,2,
409,3,BHK,Apartment,Nanakramguda,Hyderabad,"51,000",1560,Semi-Furnished,No,2,
410,2,BHK,Apartment,Nanakramguda,Hyderabad,"40,000",1398,Semi-Furnished,No,2,
411,4,BHK,Apartment,Nanakramguda,Hyderabad,"66,000",2644,Semi-Furnished,No,4,
412,3,BHK,Apartment,Nanakramguda,Hyderabad,"85,000",2214,Furnished,No,3,
413,3,BHK,Apartment,Nanakramguda,Hyderabad,"55,000",1886,Semi-Furnished,No,3,
414,3,BHK,Apartment,Nanakramguda,Hyderabad,"45,000",1886,Unfurnished,No,3,
415,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",752,Semi-Furnished,No,1,
416,1,RK,Studio,Kondapur,Hyderabad,"14,000",531,Furnished,No,1,
417,1,BHK,Apartment,Kondapur,Hyderabad,"14,500",658,Unfurnished,No,1,
418,1,BHK,Apartment,Kondapur,Hyderabad,"20,000",712,Semi-Furnished,No,1,
419,1,RK,Studio,Kondapur,Hyderabad,"10,000",514,Unfurnished,No,1,
420,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",672,Semi-Furnished,No,1,
421,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,
422,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",657,Semi-Furnished,No,1,
423,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",752,Unfurnished,No,1,
424,1,BHK,Apartment,Kondapur,Hyderabad,"24,000",695,Furnished,No,1,
425,1,RK,Studio,Kondapur,Hyderabad,"10,000",420,Unfurnished,No,1,
426,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",752,Unfurnished,No,1,
427,1,BHK,Apartment,Kondapur,Hyderabad,"14,000",821,Unfurnished,No,1,
428,1,BHK,Apartment,Kondapur,Hyderabad,"12,000",670,Semi-Furnished,No,1,
429,1,BHK,Apartment,Kondapur,Hyderabad,"14,500",658,Unfurnished,No,1,
430,1,BHK,Apartment,Kondapur,Hyderabad,"20,000",712,Semi-Furnished,No,1,
431,1,RK,Studio,Kondapur,Hyderabad,"10,000",514,Unfurnished,No,1,
432,1,BHK,Apartment,Kondapur,Hyderabad,"13,000",684,Unfurnished,No,1,
433,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1200,Semi-Furnished,No,2,
434,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1100,Semi-Furnished,No,2,
435,2,BHK,Apartment,Kondapur,Hyderabad,"23,000",1100,Unfurnished,No,2,
436,1,BHK,Apartment,Shilpa Hills,Hyderabad,"23,000",754,Furnished,No,1,
437,4,BHK,Villa,Kokapet,Hyderabad,1.5,4500,Furnished,No,4,
438,2,BHK,Apartment,Nanakramguda,Hyderabad,"39,000",1398,Semi-Furnished,No,2,
439,3,BHK,Apartment,Nanakramguda,Hyderabad,"52,000",1560,Semi-Furnished,No,2,
440,2,BHK,Apartment,Nanakramguda,Hyderabad,"38,000",1210,Semi-Furnished,No,2,
441,4,BHK,Apartment,Nanakramguda,Hyderabad,"65,000",2640,Semi-Furnished,No,4,
442,4,BHK,Apartment,Nanakramguda,Hyderabad,"60,000",2640,Semi-Furnished,No,4,
443,2,BHK,Apartment,Nanakramguda,Hyderabad,"38,000",1200,Semi-Furnished,No,2,
444,2,BHK,Apartment,Kondapur,Hyderabad,"45,000",1280,Semi-Furnished,No,2,
445,1,BHK,Apartment,Madhapur,Hyderabad,"20,000",600,Semi-Furnished,No,1,
446,1,BHK,Apartment,Madhapur,Hyderabad,"22,000",800,Semi-Furnished,No,1,
447,1,BHK,Apartment,Kondapur,Hyderabad,"22,001",650,Semi-Furnished,No,1,
448,4,BHK,Apartment,Nanakramguda,Hyderabad,"45,000",2640,Unfurnished,No,4,
449,1,BHK,Apartment,Shilpa Hills,Hyderabad,"23,000",754,Furnished,No,1,
450,4,BHK,Villa,Kokapet,Hyderabad,1.5,4500,Furnished,No,4,
451,2,BHK,Apartment,Nanakramguda,Hyderabad,"39,000",1398,Semi-Furnished,No,2,
452,3,BHK,Apartment,Nanakramguda,Hyderabad,"52,000",1560,Semi-Furnished,No,2,
453,3,BHK,Apartment,Nanakramguda,Hyderabad,"51,000",1560,Semi-Furnished,No,2,
454,2,BHK,Apartment,Nanakramguda,Hyderabad,"40,000",1398,Semi-Furnished,No,2,
455,4,BHK,Apartment,Nanakramguda,Hyderabad,"66,000",2644,Semi-Furnished,No,4,
456,3,BHK,Apartment,Nanakramguda,Hyderabad,"85,000",2214,Furnished,No,3,
457,3,BHK,Apartment,Nanakramguda,Hyderabad,"55,000",1886,Semi-Furnished,No,3,
458,3,BHK,Apartment,Nanakramguda,Hyderabad,"45,000",1886,Unfurnished,No,3,
459,1,BHK,Apartment,Kondapur,Hyderabad,"12,000",670,Semi-Furnished,No,1,
460,2,BHK,Apartment,Amberpet,Hyderabad,"20,000",1100,Semi-Furnished,No,2,West
461,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1050,Semi-Furnished,No,2,
462,3,BHK,Apartment,Narayanguda,Hyderabad,"30,000",1500,Semi-Furnished,No,3,NorthEast
463,2,BHK,Apartment,Narayanguda,Hyderabad,"20,000",1000,Semi-Furnished,No,2,NorthEast
464,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1090,Semi-Furnished,No,2,
465,2,BHK,Apartment,Kachiguda,Hyderabad,"22,000",1050,Semi-Furnished,No,2,East
466,2,BHK,Apartment,Narayanguda,Hyderabad,"20,000",1150,Semi-Furnished,No,2,
467,3,BHK,Apartment,Shaikpet,Hyderabad,"63,000",1900,Semi-Furnished,No,3,West
468,3,BHK,Apartment,Narayanguda,Hyderabad,"32,000",1700,Semi-Furnished,No,3,North
469,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1050,Semi-Furnished,No,3,
470,3,BHK,Apartment,Habsiguda,Hyderabad,"37,000",1501,Semi-Furnished,No,2,West
471,3,BHK,Villa,Jubilee Hills,Hyderabad,1.3,4000,Furnished,No,3,South
472,3,BHK,Apartment,Kokapet,Hyderabad,"65,000",2049,Semi-Furnished,No,3,NorthEast
473,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1855,Semi-Furnished,No,3,NorthEast
474,3,BHK,Apartment,Kokapet,Hyderabad,"55,000",2615,Furnished,No,3,NorthEast
475,2,BHK,Apartment,Gachibowli,Hyderabad,"60,000",892,Furnished,No,2,NorthEast
476,3,BHK,Apartment,Jubilee Hills,Hyderabad,1.1,3300,Semi-Furnished,No,3,NorthEast
477,3,BHK,Apartment,Begumpet,Hyderabad,"33,000",1800,Semi-Furnished,No,4,East
478,2,BHK,Apartment,Begumpet,Hyderabad,"25,000",1200,Semi-Furnished,No,2,North
479,3,BHK,Apartment,Tarnaka,Hyderabad,"30,000",1750,Semi-Furnished,No,3,East
480,2,BHK,Apartment,Sanath Nagar,Hyderabad,"18,000",1254,Semi-Furnished,No,2,East
481,2,BHK,Apartment,Gachibowli,Hyderabad,"40,000",1110,Semi-Furnished,No,2,NorthEast
482,2,BHK,Apartment,Gowlidody,Hyderabad,"26,000",1050,Furnished,No,2,NorthEast
483,4,BHK,Villa,Nallagandla Gachibowli,Hyderabad,"90,000",4000,Semi-Furnished,No,4,NorthEast
484,3,BHK,Apartment,Hitech City,Hyderabad,"50,000",1700,Semi-Furnished,No,3,NorthEast
485,2,BHK,Villa,Kukatpally,Hyderabad,"55,000",2750,Semi-Furnished,No,2,NorthEast
486,3,BHK,Apartment,Kukatpally,Hyderabad,1.2,3400,Furnished,No,3,NorthEast
487,3,BHK,Apartment,Nanakramguda,Hyderabad,"70,000",3300,Semi-Furnished,No,3,NorthEast
488,3,BHK,Apartment,Kokapet,Hyderabad,"60,000",2185,Semi-Furnished,No,3,NorthEast
489,2,BHK,Apartment,Kondapur,Hyderabad,"60,000",1840,Semi-Furnished,No,2,NorthEast
490,4,BHK,Villa,Appa Junction Peerancheru,Hyderabad,"75,000",3731,Semi-Furnished,No,4,NorthEast
491,5,BHK,Villa,Kukatpally,Hyderabad,,,Semi-Furnished,No,5,NorthEast
492,3,BHK,Apartment,Jubilee Hills,Hyderabad,1.1,3300,Semi-Furnished,No,3,NorthEast
493,3,BHK,Apartment,Begumpet,Hyderabad,"33,000",1800,Semi-Furnished,No,4,East
494,2,BHK,Apartment,Begumpet,Hyderabad,"25,000",1200,Semi-Furnished,No,2,North
495,3,BHK,Apartment,Tarnaka,Hyderabad,"30,000",1750,Semi-Furnished,No,3,East
496,3,BHK,Apartment,Kokapet,Hyderabad,"65,000",2049,Semi-Furnished,No,3,NorthEast
497,2,BHK,Apartment,Gopanpally,Hyderabad,"60,000",1725,Furnished,No,2,NorthEast
498,2,BHK,Apartment,Amberpet,Hyderabad,"20,000",1100,Semi-Furnished,No,2,West
499,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1050,Semi-Furnished,No,2,
500,3,BHK,Apartment,Narayanguda,Hyderabad,"30,000",1500,Semi-Furnished,No,3,NorthEast
501,2,BHK,Apartment,Narayanguda,Hyderabad,"20,000",1000,Semi-Furnished,No,2,NorthEast
502,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1090,Semi-Furnished,No,2,
503,2,BHK,Apartment,Kachiguda,Hyderabad,"22,000",1050,Semi-Furnished,No,2,East
504,2,BHK,Apartment,Narayanguda,Hyderabad,"20,000",1150,Semi-Furnished,No,2,
505,3,BHK,Apartment,Shaikpet,Hyderabad,"63,000",1900,Semi-Furnished,No,3,West
506,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1000,Semi-Furnished,No,2,NorthWest
507,2,BHK,Apartment,Kachiguda,Hyderabad,"20,000",1020,Semi-Furnished,No,2,North
508,3,BHK,Apartment,Narayanguda,Hyderabad,"32,000",1700,Semi-Furnished,No,3,North
509,2,BHK,Apartment,Nallakunta,Hyderabad,"20,000",1050,Semi-Furnished,No,3,
510,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1253,Semi-Furnished,No,2,
511,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1855,Semi-Furnished,No,3,NorthEast
512,3,BHK,Apartment,Kokapet,Hyderabad,"55,000",2615,Furnished,No,3,NorthEast
513,2,BHK,Apartment,Gachibowli,Hyderabad,"60,000",892,Furnished,No,2,NorthEast
514,3,BHK,Apartment,Kondapur,Hyderabad,"34,000",1710,Semi-Furnished,No,3,NorthEast
515,3,BHK,Apartment,Tellapur,Hyderabad,"45,000",1840,Semi-Furnished,No,3,NorthEast
516,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1700,Semi-Furnished,No,3,NorthEast
517,2,BHK,Apartment,Kondapur,Hyderabad,"60,000",1325,Semi-Furnished,No,2,East
518,1,RK,Studio,Kondapur,Hyderabad,"11,500",543,Semi-Furnished,No,1,
519,4,BHK,Independent,Jubilee Hills,Hyderabad,1.3,3400,Semi-Furnished,No,4,East
520,1,BHK,Apartment,Kondapur,Hyderabad,"15,500",753,Semi-Furnished,No,1,
521,3,BHK,Apartment,Amberpet,Hyderabad,"27,000",1700,Semi-Furnished,No,3,
522,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1700,Furnished,No,3,NorthEast
523,1,BHK,Independent,Amberpet,Hyderabad,"10,000",565,Semi-Furnished,No,1,NorthEast
524,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"42,000",1325,Furnished,No,3,East
525,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1250,Unfurnished,No,2,East
526,3,BHK,Apartment,Kondapur,Hyderabad,"47,000",1700,Furnished,No,3,East
527,3,BHK,Apartment,Tarnaka,Hyderabad,"30,000",1800,Semi-Furnished,No,3,West
528,3,BHK,Apartment,Uppal Kalan,Hyderabad,"28,000",1550,Semi-Furnished,No,3,East
529,2,BHK,Apartment,Tarnaka,Hyderabad,"20,000",1150,Semi-Furnished,No,2,
530,2,BHK,Apartment,Tarnaka,Hyderabad,"20,000",1200,Semi-Furnished,No,2,East
531,2,BHK,Apartment,Nacharam,Hyderabad,"22,000",1200,Semi-Furnished,No,2,West
532,2,BHK,Apartment,Tarnaka,Hyderabad,"15,000",1100,Semi-Furnished,No,2,West
533,2,BHK,Apartment,Tarnaka,Hyderabad,"20,000",1200,Semi-Furnished,No,2,West
534,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,East
535,3,BHK,Apartment,Kondapur,Hyderabad,"33,000",1850,Semi-Furnished,No,3,North
536,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",750,Semi-Furnished,No,1,East
537,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1350,Semi-Furnished,No,2,West
538,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1350,Semi-Furnished,No,2,NorthWest
539,1,BHK,Apartment,Kondapur,Hyderabad,"20,000",750,Furnished,No,1,North
540,4,BHK,Apartment,Kokapet,Hyderabad,"75,000",2050,Semi-Furnished,No,3,NorthEast
541,3,BHK,Apartment,Tellapur,Hyderabad,"60,000",2083,Semi-Furnished,No,3,NorthEast
542,3,BHK,Apartment,Hitech City,Hyderabad,"68,000",1730,Semi-Furnished,No,3,NorthEast
543,4,BHK,Apartment,Hitech City,Hyderabad,"77,000",2692,Semi-Furnished,No,4,NorthEast
544,2,BHK,Apartment,Kompally,Hyderabad,"25,000",1046,Semi-Furnished,No,2,NorthEast
545,3,BHK,Apartment,Gachibowli,Hyderabad,"65,000",1575,Semi-Furnished,No,2,NorthEast
546,3,BHK,Apartment,Tellapur,Hyderabad,"60,000",2083,Furnished,No,3,NorthEast
547,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",700,Furnished,No,1,NorthEast
548,3,BHK,Apartment,Gachibowli,Hyderabad,"65,000",1600,Semi-Furnished,No,2,NorthEast
549,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,East
550,3,BHK,Apartment,Kondapur,Hyderabad,"33,000",1850,Semi-Furnished,No,3,North
551,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",750,Semi-Furnished,No,1,East
552,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1350,Semi-Furnished,No,2,West
553,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1350,Semi-Furnished,No,2,NorthWest
554,1,BHK,Apartment,Kondapur,Hyderabad,"20,000",750,Furnished,No,1,North
555,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1150,Semi-Furnished,No,2,NorthWest
556,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1850,Semi-Furnished,No,3,East
557,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,East
558,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,1,East
559,3,BHK,Apartment,Kondapur,Hyderabad,"32,000",1650,Semi-Furnished,No,3,NorthEast
560,3,BHK,Apartment,Uppal Kalan,Hyderabad,"28,000",1550,Semi-Furnished,No,3,East
561,2,BHK,Apartment,Tarnaka,Hyderabad,"20,000",1150,Semi-Furnished,No,2,
562,2,BHK,Apartment,Tarnaka,Hyderabad,"20,000",1200,Semi-Furnished,No,2,East
563,2,BHK,Apartment,Nacharam,Hyderabad,"22,000",1200,Semi-Furnished,No,2,West
564,2,BHK,Apartment,Tarnaka,Hyderabad,"15,000",1100,Semi-Furnished,No,2,West
565,2,BHK,Apartment,Tarnaka,Hyderabad,"20,000",1200,Semi-Furnished,No,2,West
566,1,BHK,Apartment,Ameerpet,Hyderabad,"12,000",450,Unfurnished,No,1,West
567,3,BHK,Apartment,Kokapet,Hyderabad,"60,000",2600,Semi-Furnished,No,3,NorthEast
568,3,BHK,Apartment,Kukatpally,Hyderabad,"60,000",1931,Semi-Furnished,No,3,NorthEast
569,2,BHK,Apartment,Kukatpally,Hyderabad,"40,000",1450,Semi-Furnished,No,2,NorthEast
570,3,BHK,Apartment,Hitech City,Hyderabad,"50,000",1136,Semi-Furnished,No,3,NorthEast
571,3,BHK,Apartment,Kondapur,Hyderabad,"34,000",1710,Semi-Furnished,No,3,NorthEast
572,3,BHK,Apartment,Kokapet,Hyderabad,"65,000",2049,Semi-Furnished,No,3,NorthEast
573,3,BHK,Apartment,Himayat Nagar,Hyderabad,"30,000",1570,Semi-Furnished,No,3,
574,3,BHK,Apartment,Kachiguda,Hyderabad,"26,000",1520,Semi-Furnished,No,3,
575,1,BHK,Independent,Amberpet,Hyderabad,"10,000",565,Semi-Furnished,No,1,NorthEast
576,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"42,000",1325,Furnished,No,3,East
